0.0 0.0
100000.0 -0.932
200000.0 -2.043
300000.0 -3.333
400000.0 -4.798
500000.0 -6.436
600000.0 -8.24
700000.0 -10.205
800000.0 -12.325
900000.0 -14.592
1000000.0 -16.997
1100000.0 -19.53
1200000.0 -22.183
1300000.0 -24.943
1400000.0 -27.799
1500000.0 -30.74
1600000.0 -33.751
1700000.0 -36.822
1800000.0 -39.937
1900000.0 -43.083
2000000.0 -46.248
2100000.0 -49.415
2200000.0 -52.572
2300000.0 -55.705
2400000.0 -58.799
2500000.0 -61.842
2600000.0 -64.82
2700000.0 -67.72
2800000.0 -70.529
2900000.0 -73.237
3000000.0 -75.831
3100000.0 -78.302
3200000.0 -80.639
3300000.0 -82.833
3400000.0 -84.876
3500000.0 -86.762
3600000.0 -88.483
3700000.0 -90.035
3800000.0 -91.413
3900000.0 -92.614
4000000.0 -93.636
4100000.0 -94.477
4200000.0 -95.139
4300000.0 -95.621
4400000.0 -95.926
4500000.0 -96.057
4600000.0 -96.018
4700000.0 -95.816
4800000.0 -95.455
4900000.0 -94.943
5000000.0 -94.289
5100000.0 -93.502
5200000.0 -92.59
5300000.0 -91.566
5400000.0 -90.439
5500000.0 -89.222
5600000.0 -87.927
5700000.0 -86.568
5800000.0 -85.156
5900000.0 -83.706
6000000.0 -82.232
6100000.0 -80.748
6200000.0 -79.266
6300000.0 -77.803
6400000.0 -76.37
6500000.0 -74.983
6600000.0 -73.654
6700000.0 -72.397
6800000.0 -71.223
6900000.0 -70.146
7000000.0 -69.177
7100000.0 -68.326
7200000.0 -67.604
7300000.0 -67.02
7400000.0 -66.583
7500000.0 -66.301
7600000.0 -66.18
7700000.0 -66.225
7800000.0 -66.443
7900000.0 -66.836
8000000.0 -67.407
8100000.0 -68.159
8200000.0 -69.362
8300000.0 -70.047
8400000.0 -71.047
8500000.0 -72.353
8600000.0 -73.948
8700000.0 -75.815
8800000.0 -77.93
8900000.0 -80.268
9000000.0 -82.8
9100000.0 -85.494
9200000.0 -88.317
9300000.0 -91.232
9400000.0 -94.205
9500000.0 -97.195
9600000.0 -100.168
9700000.0 -103.083
9800000.0 -105.906
9900000.0 -108.6
10000000.0 -111.132
10100000.0 -113.47
10200000.0 -115.585
10300000.0 -117.452
10400000.0 -119.047
10500000.0 -120.353
10600000.0 -121.353
10700000.0 -122.038
10800000.0 -122.4
10900000.0 -122.438
11000000.0 -122.153
11100000.0 -121.553
11200000.0 -120.647
11300000.0 -119.452
11400000.0 -117.985
11500000.0 -116.27
11600000.0 -114.332
11700000.0 -112.2
11800000.0 -109.906
11900000.0 -107.483
12000000.0 -104.968
12100000.0 -102.395
12200000.0 -99.805
12300000.0 -97.232
12400000.0 -94.717
12500000.0 -92.294
12600000.0 -90.0
12700000.0 -87.868
12800000.0 -85.93
12900000.0 -84.215
13000000.0 -82.748
13100000.0 -81.553
13200000.0 -80.647
13300000.0 -80.047
13400000.0 -79.762
13500000.0 -79.8
13600000.0 -80.535
13700000.0 -81.2
13800000.0 -81.994
13900000.0 -82.912
14000000.0 -83.952
14100000.0 -85.108
14200000.0 -86.372
14300000.0 -87.739
14400000.0 -89.199
14500000.0 -90.744
14600000.0 -92.363
14700000.0 -94.045
14800000.0 -95.78
14900000.0 -97.555
15000000.0 -99.358
15100000.0 -101.177
15200000.0 -102.999
15300000.0 -104.812
15400000.0 -106.602
15500000.0 -108.358
15600000.0 -110.068
15700000.0 -111.72
15800000.0 -113.303
15900000.0 -114.807
16000000.0 -116.222
16100000.0 -117.538
16200000.0 -118.749
16300000.0 -119.848
16400000.0 -120.828
16500000.0 -121.684
16600000.0 -122.414
16700000.0 -123.014
16800000.0 -123.484
16900000.0 -123.823
17000000.0 -124.033
17100000.0 -124.115
17200000.0 -124.075
17300000.0 -123.916
17400000.0 -123.644
17500000.0 -123.267
17600000.0 -122.792
17700000.0 -122.228
17800000.0 -121.584
17900000.0 -120.871
18000000.0 -120.101
18100000.0 -119.284
18200000.0 -118.433
18300000.0 -117.56
18400000.0 -116.677
18500000.0 -115.797
18600000.0 -114.934
18700000.0 -114.098
18800000.0 -113.303
18900000.0 -112.56
19000000.0 -111.88
19100000.0 -111.275
19200000.0 -110.754
19300000.0 -110.327
19400000.0 -110.002
19500000.0 -109.785
19600000.0 -109.685
19700000.0 -109.706
19800000.0 -109.852
19900000.0 -110.126
20000000.0 -110.53
